form;tense_in_paradigm;person;number;preverb;pre2;root;sf2;caus_sf;ending;tsch_class;morph_type;sub_id;id;vn
დაადარებიე;aorist;2;sg;და;ა;დარ;ებ;-;იე;KT;causative;444-8;444;*დარებინება
დაადარებინე;aorist;2;sg;და;ა;დარ;ებ;-;ინე;KT;causative;444-8;444;*დარებინება
ადარებია;aorist;3;sg;-;ა;დარ;ებ;-;ია;KT;causative;444-8;444;*დარებინება
ადარებინა;aorist;3;sg;-;ა;დარ;ებ;-;ინა;KT;causative;444-8;444;*დარებინება
დაადარებია;aorist;3;sg;და;ა;დარ;ებ;-;ია;KT;causative;444-8;444;*დარებინება
დაადარებინა;aorist;3;sg;და;ა;დარ;ებ;-;ინა;KT;causative;444-8;444;*დარებინება
ვადარებიეთ;aorist;1;pl;-;ვა;დარ;ებ;-;იეთ;KT;causative;444-8;444;*დარებინება
ვადარებინეთ;aorist;1;pl;-;ვა;დარ;ებ;-;ინეთ;KT;causative;444-8;444;*დარებინება
დავადარებიეთ;aorist;1;pl;და;ვა;დარ;ებ;-;იეთ;KT;causative;444-8;444;*დარებინება
დავადარებინეთ;aorist;1;pl;და;ვა;დარ;ებ;-;ინეთ;KT;causative;444-8;444;*დარებინება
ადარებიეთ;aorist;2;pl;-;ა;დარ;ებ;-;იეთ;KT;causative;444-8;444;*დარებინება
ადარებინეთ;aorist;2;pl;-;ა;დარ;ებ;-;ინეთ;KT;causative;444-8;444;*დარებინება
დაადარებიეთ;aorist;2;pl;და;ა;დარ;ებ;-;იეთ;KT;causative;444-8;444;*დარებინება
დაადარებინეთ;aorist;2;pl;და;ა;დარ;ებ;-;ინეთ;KT;causative;444-8;444;*დარებინება
ადარებიეს;aorist;3;pl;-;ა;დარ;ებ;-;იეს;KT;causative;444-8;444;*დარებინება
ადარებინეს;aorist;3;pl;-;ა;დარ;ებ;-;ინეს;KT;causative;444-8;444;*დარებინება
დაადარებიეს;aorist;3;pl;და;ა;დარ;ებ;-;იეს;KT;causative;444-8;444;*დარებინება
დაადარებინეს;aorist;3;pl;და;ა;დარ;ებ;-;ინეს;KT;causative;444-8;444;*დარებინება
დამიდარებიებია;perfect;1;sg;და;მი;დარ;ებ;-;იებია;KT;causative;444-8;444;*დარებინება
დამიდარებინებია;perfect;1;sg;და;მი;დარ;ებ;-;ინებია;KT;causative;444-8;444;*დარებინება
დაგიდარებიებია;perfect;2;sg;და;გი;დარ;ებ;-;იებია;KT;causative;444-8;444;*დარებინება
დაგიდარებინებია;perfect;2;sg;და;გი;დარ;ებ;-;ინებია;KT;causative;444-8;444;*დარებინება
დაუდარებიებია;perfect;3;sg;და;უ;დარ;ებ;-;იებია;KT;causative;444-8;444;*დარებინება
დაუდარებინებია;perfect;3;sg;და;უ;დარ;ებ;-;ინებია;KT;causative;444-8;444;*დარებინება
დაგვიდარებიებია;perfect;1;pl;და;გვი;დარ;ებ;-;იებია;KT;causative;444-8;444;*დარებინება
დაგვიდარებინებია;perfect;1;pl;და;გვი;დარ;ებ;-;ინებია;KT;causative;444-8;444;*დარებინება
დაგიდარებიებიათ;perfect;2;pl;და;გი;დარ;ებ;-;იებიათ;KT;causative;444-8;444;*დარებინება
დაგიდარებინებიათ;perfect;2;pl;და;გი;დარ;ებ;-;ინებიათ;KT;causative;444-8;444;*დარებინება
დაუდარებიებიათ;perfect;3;pl;და;უ;დარ;ებ;-;იებიათ;KT;causative;444-8;444;*დარებინება
დაუდარებინებიათ;perfect;3;pl;და;უ;დარ;ებ;-;ინებიათ;KT;causative;444-8;444;*დარებინება
ვადარებიებდი;imperfect;1;sg;-;ვა;დარ;ებ;-;იებდი;KT;causative;444-8;444;*დარებინება
ვადარებინებდი;imperfect;1;sg;-;ვა;დარ;ებ;-;ინებდი;KT;causative;444-8;444;*დარებინება
ადარებიებდი;imperfect;2;sg;-;ა;დარ;ებ;-;იებდი;KT;causative;444-8;444;*დარებინება
ადარებინებდი;imperfect;2;sg;-;ა;დარ;ებ;-;ინებდი;KT;causative;444-8;444;*დარებინება
ადარებიებდა;imperfect;3;sg;-;ა;დარ;ებ;-;იებდა;KT;causative;444-8;444;*დარებინება
ადარებინებდა;imperfect;3;sg;-;ა;დარ;ებ;-;ინებდა;KT;causative;444-8;444;*დარებინება
ვადარებიებდით;imperfect;1;pl;-;ვა;დარ;ებ;-;იებდით;KT;causative;444-8;444;*დარებინება
ვადარებინებდით;imperfect;1;pl;-;ვა;დარ;ებ;-;ინებდით;KT;causative;444-8;444;*დარებინება
ადარებიებდით;imperfect;2;pl;-;ა;დარ;ებ;-;იებდით;KT;causative;444-8;444;*დარებინება
ადარებინებდით;imperfect;2;pl;-;ა;დარ;ებ;-;ინებდით;KT;causative;444-8;444;*დარებინება
ადარებიებდენ;imperfect;3;pl;-;ა;დარ;ებ;-;იებდენ;KT;causative;444-8;444;*დარებინება
ადარებიებდნენ;imperfect;3;pl;-;ა;დარ;ებ;-;იებდნენ;KT;causative;444-8;444;*დარებინება
ადარებინებდენ;imperfect;3;pl;-;ა;დარ;ებ;-;ინებდენ;KT;causative;444-8;444;*დარებინება
ადარებინებდნენ;imperfect;3;pl;-;ა;დარ;ებ;-;ინებდნენ;KT;causative;444-8;444;*დარებინება
დავადარებიებდი;conditional;1;sg;და;ვა;დარ;ებ;-;იებდი;KT;causative;444-8;444;*დარებინება
დავადარებინებდი;conditional;1;sg;და;ვა;დარ;ებ;-;ინებდი;KT;causative;444-8;444;*დარებინება
დაადარებიებდი;conditional;2;sg;და;ა;დარ;ებ;-;იებდი;KT;causative;444-8;444;*დარებინება
დაადარებინებდი;conditional;2;sg;და;ა;დარ;ებ;-;ინებდი;KT;causative;444-8;444;*დარებინება
დაადარებიებდა;conditional;3;sg;და;ა;დარ;ებ;-;იებდა;KT;causative;444-8;444;*დარებინება
დაადარებინებდა;conditional;3;sg;და;ა;დარ;ებ;-;ინებდა;KT;causative;444-8;444;*დარებინება
დავადარებიებდით;conditional;1;pl;და;ვა;დარ;ებ;-;იებდით;KT;causative;444-8;444;*დარებინება
დავადარებინებდით;conditional;1;pl;და;ვა;დარ;ებ;-;ინებდით;KT;causative;444-8;444;*დარებინება
დაადარებიებდით;conditional;2;pl;და;ა;დარ;ებ;-;იებდით;KT;causative;444-8;444;*დარებინება
დაადარებინებდით;conditional;2;pl;და;ა;დარ;ებ;-;ინებდით;KT;causative;444-8;444;*დარებინება
დაადარებიებდენ;conditional;3;pl;და;ა;დარ;ებ;-;იებდენ;KT;causative;444-8;444;*დარებინება
დაადარებიებდნენ;conditional;3;pl;და;ა;დარ;ებ;-;იებდნენ;KT;causative;444-8;444;*დარებინება
დაადარებინებდენ;conditional;3;pl;და;ა;დარ;ებ;-;ინებდენ;KT;causative;444-8;444;*დარებინება
დაადარებინებდნენ;conditional;3;pl;და;ა;დარ;ებ;-;ინებდნენ;KT;causative;444-8;444;*დარებინება
ვადარებიო;optative;1;sg;-;ვა;დარ;ებ;-;იო;KT;causative;444-8;444;*დარებინება
ვადარებინო;optative;1;sg;-;ვა;დარ;ებ;-;ინო;KT;causative;444-8;444;*დარებინება
დავადარებიო;optative;1;sg;და;ვა;დარ;ებ;-;იო;KT;causative;444-8;444;*დარებინება
დავადარებინო;optative;1;sg;და;ვა;დარ;ებ;-;ინო;KT;causative;444-8;444;*დარებინება
ადარებიო;optative;2;sg;-;ა;დარ;ებ;-;იო;KT;causative;444-8;444;*დარებინება
ადარებინო;optative;2;sg;-;ა;დარ;ებ;-;ინო;KT;causative;444-8;444;*დარებინება
დაადარებიო;optative;2;sg;და;ა;დარ;ებ;-;იო;KT;causative;444-8;444;*დარებინება
დაადარებინო;optative;2;sg;და;ა;დარ;ებ;-;ინო;KT;causative;444-8;444;*დარებინება
ადარებიოს;optative;3;sg;-;ა;დარ;ებ;-;იოს;KT;causative;444-8;444;*დარებინება
ადარებინოს;optative;3;sg;-;ა;დარ;ებ;-;ინოს;KT;causative;444-8;444;*დარებინება
დაადარებიოს;optative;3;sg;და;ა;დარ;ებ;-;იოს;KT;causative;444-8;444;*დარებინება
დაადარებინოს;optative;3;sg;და;ა;დარ;ებ;-;ინოს;KT;causative;444-8;444;*დარებინება
ვადარებიოთ;optative;1;pl;-;ვა;დარ;ებ;-;იოთ;KT;causative;444-8;444;*დარებინება
ვადარებინოთ;optative;1;pl;-;ვა;დარ;ებ;-;ინოთ;KT;causative;444-8;444;*დარებინება
დავადარებიოთ;optative;1;pl;და;ვა;დარ;ებ;-;იოთ;KT;causative;444-8;444;*დარებინება
დავადარებინოთ;optative;1;pl;და;ვა;დარ;ებ;-;ინოთ;KT;causative;444-8;444;*დარებინება
ადარებიოთ;optative;2;pl;-;ა;დარ;ებ;-;იოთ;KT;causative;444-8;444;*დარებინება
ადარებინოთ;optative;2;pl;-;ა;დარ;ებ;-;ინოთ;KT;causative;444-8;444;*დარებინება
დაადარებიოთ;optative;2;pl;და;ა;დარ;ებ;-;იოთ;KT;causative;444-8;444;*დარებინება
დაადარებინოთ;optative;2;pl;და;ა;დარ;ებ;-;ინოთ;KT;causative;444-8;444;*დარებინება
ადარებიონ;optative;3;pl;-;ა;დარ;ებ;-;იონ;KT;causative;444-8;444;*დარებინება
ადარებინონ;optative;3;pl;-;ა;დარ;ებ;-;ინონ;KT;causative;444-8;444;*დარებინება
დაადარებიონ;optative;3;pl;და;ა;დარ;ებ;-;იონ;KT;causative;444-8;444;*დარებინება
დაადარებინონ;optative;3;pl;და;ა;დარ;ებ;-;ინონ;KT;causative;444-8;444;*დარებინება
დამედარებიებია;pluperfect;1;sg;და;მე;დარ;ებ;-;იებია;KT;causative;444-8;444;*დარებინება
დამედარებიებინა;pluperfect;1;sg;და;მე;დარ;ებ;-;იებინა;KT;causative;444-8;444;*დარებინება
დამედარებინებია;pluperfect;1;sg;და;მე;დარ;ებ;-;ინებია;KT;causative;444-8;444;*დარებინება
დამედარებინებინა;pluperfect;1;sg;და;მე;დარ;ებ;-;ინებინა;KT;causative;444-8;444;*დარებინება
დაგედარებიებია;pluperfect;2;sg;და;გე;დარ;ებ;-;იებია;KT;causative;444-8;444;*დარებინება
დაგედარებიებინა;pluperfect;2;sg;და;გე;დარ;ებ;-;იებინა;KT;causative;444-8;444;*დარებინება
დაგედარებინებია;pluperfect;2;sg;და;გე;დარ;ებ;-;ინებია;KT;causative;444-8;444;*დარებინება
დაგედარებინებინა;pluperfect;2;sg;და;გე;დარ;ებ;-;ინებინა;KT;causative;444-8;444;*დარებინება
დაედარებიებია;pluperfect;3;sg;და;ე;დარ;ებ;-;იებია;KT;causative;444-8;444;*დარებინება
დაედარებიებინა;pluperfect;3;sg;და;ე;დარ;ებ;-;იებინა;KT;causative;444-8;444;*დარებინება
დაედარებინებია;pluperfect;3;sg;და;ე;დარ;ებ;-;ინებია;KT;causative;444-8;444;*დარებინება
დაედარებინებინა;pluperfect;3;sg;და;ე;დარ;ებ;-;ინებინა;KT;causative;444-8;444;*დარებინება
დაგვედარებიებია;pluperfect;1;pl;და;გვე;დარ;ებ;-;იებია;KT;causative;444-8;444;*დარებინება
დაგვედარებიებინა;pluperfect;1;pl;და;გვე;დარ;ებ;-;იებინა;KT;causative;444-8;444;*დარებინება
დაგვედარებინებია;pluperfect;1;pl;და;გვე;დარ;ებ;-;ინებია;KT;causative;444-8;444;*დარებინება
დაგვედარებინებინა;pluperfect;1;pl;და;გვე;დარ;ებ;-;ინებინა;KT;causative;444-8;444;*დარებინება
დაგედარებიებიათ;pluperfect;2;pl;და;გე;დარ;ებ;-;იებიათ;KT;causative;444-8;444;*დარებინება
დაგედარებიებინათ;pluperfect;2;pl;და;გე;დარ;ებ;-;იებინათ;KT;causative;444-8;444;*დარებინება
დაგედარებინებიათ;pluperfect;2;pl;და;გე;დარ;ებ;-;ინებიათ;KT;causative;444-8;444;*დარებინება
დაგედარებინებინათ;pluperfect;2;pl;და;გე;დარ;ებ;-;ინებინათ;KT;causative;444-8;444;*დარებინება
დაედარებიებიათ;pluperfect;3;pl;და;ე;დარ;ებ;-;იებიათ;KT;causative;444-8;444;*დარებინება
დაედარებიებინათ;pluperfect;3;pl;და;ე;დარ;ებ;-;იებინათ;KT;causative;444-8;444;*დარებინება
დაედარებინებიათ;pluperfect;3;pl;და;ე;დარ;ებ;-;ინებიათ;KT;causative;444-8;444;*დარებინება
დაედარებინებინათ;pluperfect;3;pl;და;ე;დარ;ებ;-;ინებინათ;KT;causative;444-8;444;*დარებინება
ვადარებიებდე;conj-present;1;sg;-;ვა;დარ;ებ;-;იებდე;KT;causative;444-8;444;*დარებინება
ვადარებინებდე;conj-present;1;sg;-;ვა;დარ;ებ;-;ინებდე;KT;causative;444-8;444;*დარებინება
ადარებიებდე;conj-present;2;sg;-;ა;დარ;ებ;-;იებდე;KT;causative;444-8;444;*დარებინება
ადარებინებდე;conj-present;2;sg;-;ა;დარ;ებ;-;ინებდე;KT;causative;444-8;444;*დარებინება
ადარებიებდეს;conj-present;3;sg;-;ა;დარ;ებ;-;იებდეს;KT;causative;444-8;444;*დარებინება
ადარებინებდეს;conj-present;3;sg;-;ა;დარ;ებ;-;ინებდეს;KT;causative;444-8;444;*დარებინება
ვადარებიებდეთ;conj-present;1;pl;-;ვა;დარ;ებ;-;იებდეთ;KT;causative;444-8;444;*დარებინება
ვადარებინებდეთ;conj-present;1;pl;-;ვა;დარ;ებ;-;ინებდეთ;KT;causative;444-8;444;*დარებინება
ადარებიებდეთ;conj-present;2;pl;-;ა;დარ;ებ;-;იებდეთ;KT;causative;444-8;444;*დარებინება
ადარებინებდეთ;conj-present;2;pl;-;ა;დარ;ებ;-;ინებდეთ;KT;causative;444-8;444;*დარებინება
ადარებიებდენ;conj-present;3;pl;-;ა;დარ;ებ;-;იებდენ;KT;causative;444-8;444;*დარებინება
ადარებიებდნენ;conj-present;3;pl;-;ა;დარ;ებ;-;იებდნენ;KT;causative;444-8;444;*დარებინება
ადარებინებდენ;conj-present;3;pl;-;ა;დარ;ებ;-;ინებდენ;KT;causative;444-8;444;*დარებინება
ადარებინებდნენ;conj-present;3;pl;-;ა;დარ;ებ;-;ინებდნენ;KT;causative;444-8;444;*დარებინება
დავადარებიებდე;conj-future;1;sg;და;ვა;დარ;ებ;-;იებდე;KT;causative;444-8;444;*დარებინება
დავადარებინებდე;conj-future;1;sg;და;ვა;დარ;ებ;-;ინებდე;KT;causative;444-8;444;*დარებინება
დაადარებიებდე;conj-future;2;sg;და;ა;დარ;ებ;-;იებდე;KT;causative;444-8;444;*დარებინება
დაადარებინებდე;conj-future;2;sg;და;ა;დარ;ებ;-;ინებდე;KT;causative;444-8;444;*დარებინება
დაადარებიებდეს;conj-future;3;sg;და;ა;დარ;ებ;-;იებდეს;KT;causative;444-8;444;*დარებინება
დაადარებინებდეს;conj-future;3;sg;და;ა;დარ;ებ;-;ინებდეს;KT;causative;444-8;444;*დარებინება
დავადარებიებდეთ;conj-future;1;pl;და;ვა;დარ;ებ;-;იებდეთ;KT;causative;444-8;444;*დარებინება
დავადარებინებდეთ;conj-future;1;pl;და;ვა;დარ;ებ;-;ინებდეთ;KT;causative;444-8;444;*დარებინება
დაადარებიებდეთ;conj-future;2;pl;და;ა;დარ;ებ;-;იებდეთ;KT;causative;444-8;444;*დარებინება
დაადარებინებდეთ;conj-future;2;pl;და;ა;დარ;ებ;-;ინებდეთ;KT;causative;444-8;444;*დარებინება
დაადარებიებდენ;conj-future;3;pl;და;ა;დარ;ებ;-;იებდენ;KT;causative;444-8;444;*დარებინება
დაადარებიებდნენ;conj-future;3;pl;და;ა;დარ;ებ;-;იებდნენ;KT;causative;444-8;444;*დარებინება
დაადარებინებდენ;conj-future;3;pl;და;ა;დარ;ებ;-;ინებდენ;KT;causative;444-8;444;*დარებინება
დაადარებინებდნენ;conj-future;3;pl;და;ა;დარ;ებ;-;ინებდნენ;KT;causative;444-8;444;*დარებინება
დამედარებიებიოს;conj-perfect;1;sg;და;მე;დარ;ებ;-;იებიოს;KT;causative;444-8;444;*დარებინება
დამედარებიებინოს;conj-perfect;1;sg;და;მე;დარ;ებ;-;იებინოს;KT;causative;444-8;444;*დარებინება
დამედარებინებიოს;conj-perfect;1;sg;და;მე;დარ;ებ;-;ინებიოს;KT;causative;444-8;444;*დარებინება
დამედარებინებინოს;conj-perfect;1;sg;და;მე;დარ;ებ;-;ინებინოს;KT;causative;444-8;444;*დარებინება
დაგედარებიებიოს;conj-perfect;2;sg;და;გე;დარ;ებ;-;იებიოს;KT;causative;444-8;444;*დარებინება
დაგედარებიებინოს;conj-perfect;2;sg;და;გე;დარ;ებ;-;იებინოს;KT;causative;444-8;444;*დარებინება
დაგედარებინებიოს;conj-perfect;2;sg;და;გე;დარ;ებ;-;ინებიოს;KT;causative;444-8;444;*დარებინება
დაგედარებინებინოს;conj-perfect;2;sg;და;გე;დარ;ებ;-;ინებინოს;KT;causative;444-8;444;*დარებინება
დაედარებიებიოს;conj-perfect;3;sg;და;ე;დარ;ებ;-;იებიოს;KT;causative;444-8;444;*დარებინება
დაედარებიებინოს;conj-perfect;3;sg;და;ე;დარ;ებ;-;იებინოს;KT;causative;444-8;444;*დარებინება
დაედარებინებიოს;conj-perfect;3;sg;და;ე;დარ;ებ;-;ინებიოს;KT;causative;444-8;444;*დარებინება
დაედარებინებინოს;conj-perfect;3;sg;და;ე;დარ;ებ;-;ინებინოს;KT;causative;444-8;444;*დარებინება
დაგვედარებიებიოს;conj-perfect;1;pl;და;გვე;დარ;ებ;-;იებიოს;KT;causative;444-8;444;*დარებინება
დაგვედარებიებინოს;conj-perfect;1;pl;და;გვე;დარ;ებ;-;იებინოს;KT;causative;444-8;444;*დარებინება
დაგვედარებინებიოს;conj-perfect;1;pl;და;გვე;დარ;ებ;-;ინებიოს;KT;causative;444-8;444;*დარებინება
დაგვედარებინებინოს;conj-perfect;1;pl;და;გვე;დარ;ებ;-;ინებინოს;KT;causative;444-8;444;*დარებინება
დაგედარებიებიოთ;conj-perfect;2;pl;და;გე;დარ;ებ;-;იებიოთ;KT;causative;444-8;444;*დარებინება
დაგედარებიებინოთ;conj-perfect;2;pl;და;გე;დარ;ებ;-;იებინოთ;KT;causative;444-8;444;*დარებინება
დაგედარებინებიოთ;conj-perfect;2;pl;და;გე;დარ;ებ;-;ინებიოთ;KT;causative;444-8;444;*დარებინება
დაგედარებინებინოთ;conj-perfect;2;pl;და;გე;დარ;ებ;-;ინებინოთ;KT;causative;444-8;444;*დარებინება
დაედარებიებიოთ;conj-perfect;3;pl;და;ე;დარ;ებ;-;იებიოთ;KT;causative;444-8;444;*დარებინება
დაედარებიებინოთ;conj-perfect;3;pl;და;ე;დარ;ებ;-;იებინოთ;KT;causative;444-8;444;*დარებინება
დაედარებინებიოთ;conj-perfect;3;pl;და;ე;დარ;ებ;-;ინებიოთ;KT;causative;444-8;444;*დარებინება
დაედარებინებინოთ;conj-perfect;3;pl;და;ე;დარ;ებ;-;ინებინოთ;KT;causative;444-8;444;*დარებინება
ვსდგამ;present;1;sg;-;ვს;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
ვდგამ;present;1;sg;-;ვ;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
სდგამ;present;2;sg;-;ს;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
ჰსდგამ;present;2;sg;-;ჰს;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
ჰდგამ;present;2;sg;-;ჰ;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
დგამ;present;2;sg;-;-;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
სდგამს;present;3;sg;-;ს;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ჰსდგამს;present;3;sg;-;ჰს;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ჰდგამს;present;3;sg;-;ჰ;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
დგამს;present;3;sg;-;-;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ვსდგამთ;present;1;pl;-;ვს;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ვდგამთ;present;1;pl;-;ვ;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
სდგამთ;present;2;pl;-;ს;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ჰსდგამთ;present;2;pl;-;ჰს;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ჰდგამთ;present;2;pl;-;ჰ;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
დგამთ;present;2;pl;-;-;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
სდგამენ;present;3;pl;-;ს;დგ;ამ;-;ენ;T1;active;454-2;454;*დგმა
ჰსდგამენ;present;3;pl;-;ჰს;დგ;ამ;-;ენ;T1;active;454-2;454;*დგმა
ჰდგამენ;present;3;pl;-;ჰ;დგ;ამ;-;ენ;T1;active;454-2;454;*დგმა
დგამენ;present;3;pl;-;-;დგ;ამ;-;ენ;T1;active;454-2;454;*დგმა
ამოვსდგამ;future;1;sg;ამო;ვს;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
ამოვდგამ;future;1;sg;ამო;ვ;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
ამოსდგამ;future;2;sg;ამო;ს;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
ამოჰსდგამ;future;2;sg;ამო;ჰს;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
ამოჰდგამ;future;2;sg;ამო;ჰ;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
ამოდგამ;future;2;sg;ამო;-;დგ;ამ;-;-;T1;active;454-2;454;*დგმა
ამოსდგამს;future;3;sg;ამო;ს;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ამოჰსდგამს;future;3;sg;ამო;ჰს;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ამოჰდგამს;future;3;sg;ამო;ჰ;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ამოდგამს;future;3;sg;ამო;-;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ამოვსდგამთ;future;1;pl;ამო;ვს;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ამოვდგამთ;future;1;pl;ამო;ვ;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ამოსდგამთ;future;2;pl;ამო;ს;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ამოჰსდგამთ;future;2;pl;ამო;ჰს;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ამოჰდგამთ;future;2;pl;ამო;ჰ;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ამოდგამთ;future;2;pl;ამო;-;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ამოსდგამენ;future;3;pl;ამო;ს;დგ;ამ;-;ენ;T1;active;454-2;454;*დგმა
ამოჰსდგამენ;future;3;pl;ამო;ჰს;დგ;ამ;-;ენ;T1;active;454-2;454;*დგმა
ამოჰდგამენ;future;3;pl;ამო;ჰ;დგ;ამ;-;ენ;T1;active;454-2;454;*დგმა
ამოდგამენ;future;3;pl;ამო;-;დგ;ამ;-;ენ;T1;active;454-2;454;*დგმა
ვსდგი;aorist;1;sg;-;ვს;დგ;-;-;ი;T1;active;454-2;454;*დგმა
ვდგი;aorist;1;sg;-;ვ;დგ;-;-;ი;T1;active;454-2;454;*დგმა
ამოვსდგი;aorist;1;sg;ამო;ვს;დგ;-;-;ი;T1;active;454-2;454;*დგმა
ამოვდგი;aorist;1;sg;ამო;ვ;დგ;-;-;ი;T1;active;454-2;454;*დგმა
სდგი;aorist;2;sg;-;ს;დგ;-;-;ი;T1;active;454-2;454;*დგმა
ჰსდგი;aorist;2;sg;-;ჰს;დგ;-;-;ი;T1;active;454-2;454;*დგმა
ჰდგი;aorist;2;sg;-;ჰ;დგ;-;-;ი;T1;active;454-2;454;*დგმა
დგი;aorist;2;sg;-;-;დგ;-;-;ი;T1;active;454-2;454;*დგმა
ამოსდგი;aorist;2;sg;ამო;ს;დგ;-;-;ი;T1;active;454-2;454;*დგმა
ამოჰსდგი;aorist;2;sg;ამო;ჰს;დგ;-;-;ი;T1;active;454-2;454;*დგმა
ამოჰდგი;aorist;2;sg;ამო;ჰ;დგ;-;-;ი;T1;active;454-2;454;*დგმა
ამოდგი;aorist;2;sg;ამო;-;დგ;-;-;ი;T1;active;454-2;454;*დგმა
სდგა;aorist;3;sg;-;ს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ჰსდგა;aorist;3;sg;-;ჰს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ჰდგა;aorist;3;sg;-;ჰ;დგ;-;-;ა;T1;active;454-2;454;*დგმა
დგა;aorist;3;sg;-;-;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოსდგა;aorist;3;sg;ამო;ს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოჰსდგა;aorist;3;sg;ამო;ჰს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოჰდგა;aorist;3;sg;ამო;ჰ;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოდგა;aorist;3;sg;ამო;-;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ვსდგით;aorist;1;pl;-;ვს;დგ;-;-;ით;T1;active;454-2;454;*დგმა
ვდგით;aorist;1;pl;-;ვ;დგ;-;-;ით;T1;active;454-2;454;*დგმა
ამოვსდგით;aorist;1;pl;ამო;ვს;დგ;-;-;ით;T1;active;454-2;454;*დგმა
ამოვდგით;aorist;1;pl;ამო;ვ;დგ;-;-;ით;T1;active;454-2;454;*დგმა
სდგით;aorist;2;pl;-;ს;დგ;-;-;ით;T1;active;454-2;454;*დგმა
ჰსდგით;aorist;2;pl;-;ჰს;დგ;-;-;ით;T1;active;454-2;454;*დგმა
ჰდგით;aorist;2;pl;-;ჰ;დგ;-;-;ით;T1;active;454-2;454;*დგმა
დგით;aorist;2;pl;-;-;დგ;-;-;ით;T1;active;454-2;454;*დგმა
ამოსდგით;aorist;2;pl;ამო;ს;დგ;-;-;ით;T1;active;454-2;454;*დგმა
ამოჰსდგით;aorist;2;pl;ამო;ჰს;დგ;-;-;ით;T1;active;454-2;454;*დგმა
ამოჰდგით;aorist;2;pl;ამო;ჰ;დგ;-;-;ით;T1;active;454-2;454;*დგმა
ამოდგით;aorist;2;pl;ამო;-;დგ;-;-;ით;T1;active;454-2;454;*დგმა
სდგეს;aorist;3;pl;-;ს;დგ;-;-;ეს;T1;active;454-2;454;*დგმა
ჰსდგეს;aorist;3;pl;-;ჰს;დგ;-;-;ეს;T1;active;454-2;454;*დგმა
ჰდგეს;aorist;3;pl;-;ჰ;დგ;-;-;ეს;T1;active;454-2;454;*დგმა
დგეს;aorist;3;pl;-;-;დგ;-;-;ეს;T1;active;454-2;454;*დგმა
ამოსდგეს;aorist;3;pl;ამო;ს;დგ;-;-;ეს;T1;active;454-2;454;*დგმა
ამოჰსდგეს;aorist;3;pl;ამო;ჰს;დგ;-;-;ეს;T1;active;454-2;454;*დგმა
ამოჰდგეს;aorist;3;pl;ამო;ჰ;დგ;-;-;ეს;T1;active;454-2;454;*დგმა
ამოდგეს;aorist;3;pl;ამო;-;დგ;-;-;ეს;T1;active;454-2;454;*დგმა
ამომიდგამს;perfect;1;sg;ამო;მი;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ამოგიდგამს;perfect;2;sg;ამო;გი;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ამოუდგამს;perfect;3;sg;ამო;უ;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ამოგვიდგამს;perfect;1;pl;ამო;გვი;დგ;ამ;-;ს;T1;active;454-2;454;*დგმა
ამოგიდგამთ;perfect;2;pl;ამო;გი;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
